SL. no,Crop,Season,Temperature in C,Organic Content in %,Moisture in %,fertiliser %,pesticide usage %,estimated quality,Nitrogen %,Phosphorous %,Potassium %,Yield
10701,Potato,Kharif & Rabbi,34,46,42,75,58,46,0.085,0.386,0.534,57
10702,Potato,Kharif & Rabbi,27,64,51,25,37,79,0.09,0.522,0.764,86
10703,Potato,Kharif & Rabbi,34,31,61,68,46,57,0.053,0.414,0.641,60
10704,Potato,Kharif & Rabbi,25,31,43,71,37,54,0.099,0.42,0.709,62
10705,Potato,Kharif & Rabbi,36,70,48,39,40,76,0.068,0.458,0.78,86
10706,Potato,Kharif & Rabbi,27,54,58,29,32,83,0.121,0.505,0.716,79
10707,Potato,Kharif & Rabbi,28,23,50,62,41,43,0.087,0.445,0.555,71
10708,Potato,Kharif & Rabbi,31,50,48,42,35,84,0.127,0.599,0.76,87
10709,Potato,Kharif & Rabbi,28,66,62,31,56,49,0.126,0.57,0.795,71
10710,Potato,Kharif & Rabbi,33,65,68,28,42,75,0.092,0.502,0.723,77
10711,Potato,Kharif & Rabbi,34,59,41,47,34,73,0.074,0.529,0.72,74
10712,Potato,Kharif & Rabbi,27,50,60,29,33,78,0.132,0.519,0.749,85
10713,Potato,Kharif & Rabbi,34,23,61,61,48,43,0.101,0.423,0.533,69
10714,Potato,Kharif & Rabbi,25,56,41,40,41,78,0.077,0.492,0.711,83
10715,Potato,Kharif & Rabbi,33,64,68,26,53,52,0.137,0.46,0.718,70
10716,Potato,Kharif & Rabbi,28,35,54,66,35,55,0.071,0.427,0.571,59
10717,Potato,Kharif & Rabbi,29,70,36,54,39,54,0.098,0.547,0.818,59
10718,Potato,Kharif & Rabbi,31,70,59,31,52,49,0.086,0.501,0.719,70
10719,Potato,Kharif & Rabbi,27,68,48,53,39,57,0.084,0.574,0.811,69
10720,Potato,Kharif & Rabbi,28,68,36,41,45,74,0.115,0.496,0.771,77
10721,Potato,Kharif & Rabbi,29,27,63,78,32,56,0.08,0.455,0.532,62
10722,Potato,Kharif & Rabbi,29,28,64,74,35,39,0.065,0.513,0.533,71
10723,Potato,Kharif & Rabbi,27,25,60,69,47,44,0.104,0.418,0.712,61
10724,Potato,Kharif & Rabbi,28,46,68,64,36,53,0.068,0.406,0.651,61
10725,Potato,Kharif & Rabbi,35,58,59,33,45,84,0.074,0.583,0.742,90
10726,Potato,Kharif & Rabbi,28,68,54,25,45,85,0.092,0.507,0.787,75
10727,Potato,Kharif & Rabbi,34,51,56,30,42,76,0.104,0.535,0.725,75
10728,Potato,Kharif & Rabbi,25,26,66,72,36,47,0.054,0.518,0.56,61
10729,Potato,Kharif & Rabbi,25,49,58,80,46,55,0.053,0.504,0.603,60
10730,Potato,Kharif & Rabbi,30,67,50,26,40,74,0.103,0.483,0.798,74
10731,Potato,Kharif & Rabbi,30,58,53,32,48,72,0.102,0.557,0.726,86
10732,Potato,Kharif & Rabbi,32,25,39,73,50,40,0.081,0.47,0.632,53
10733,Potato,Kharif & Rabbi,25,36,54,78,53,35,0.114,0.384,0.713,53
10734,Potato,Kharif & Rabbi,35,39,43,71,38,44,0.052,0.526,0.752,70
10735,Potato,Kharif & Rabbi,31,68,38,50,52,56,0.14,0.587,0.753,59
10736,Potato,Kharif & Rabbi,25,49,64,74,51,44,0.069,0.387,0.521,58
10737,Potato,Kharif & Rabbi,25,40,65,59,38,43,0.098,0.385,0.58,62
10738,Potato,Kharif & Rabbi,33,70,35,39,53,56,0.127,0.496,0.722,71
10739,Potato,Kharif & Rabbi,26,46,54,73,33,55,0.05,0.398,0.634,59
10740,Potato,Kharif & Rabbi,25,39,46,61,51,39,0.111,0.437,0.543,54
10741,Potato,Kharif & Rabbi,33,68,68,29,52,59,0.139,0.493,0.791,75
10742,Potato,Kharif & Rabbi,32,30,63,59,32,49,0.114,0.492,0.534,69
10743,Potato,Kharif & Rabbi,28,32,68,73,36,55,0.051,0.427,0.581,67
10744,Potato,Kharif & Rabbi,30,67,52,31,52,46,0.105,0.553,0.767,69
10745,Potato,Kharif & Rabbi,29,24,68,81,43,41,0.06,0.52,0.538,63
10746,Potato,Kharif & Rabbi,34,69,62,30,35,77,0.104,0.515,0.791,79
10747,Potato,Kharif & Rabbi,29,45,59,72,46,50,0.069,0.474,0.553,69
10748,Potato,Kharif & Rabbi,29,62,51,29,37,85,0.095,0.481,0.751,76
10749,Potato,Kharif & Rabbi,33,27,54,58,50,46,0.063,0.533,0.747,73
10750,Potato,Kharif & Rabbi,27,67,67,28,49,72,0.116,0.545,0.718,86
10751,Potato,Kharif & Rabbi,30,67,57,32,38,85,0.117,0.527,0.716,85
10752,Potato,Kharif & Rabbi,31,47,55,80,55,36,0.092,0.464,0.572,60
10753,Potato,Kharif & Rabbi,33,43,59,69,49,56,0.08,0.463,0.577,66
10754,Potato,Kharif & Rabbi,34,52,52,33,44,77,0.109,0.466,0.741,75
10755,Potato,Kharif & Rabbi,36,32,66,72,32,39,0.114,0.505,0.755,59
10756,Potato,Kharif & Rabbi,31,38,56,59,56,40,0.105,0.489,0.761,60
10757,Potato,Kharif & Rabbi,25,38,68,64,34,45,0.042,0.391,0.622,64
10758,Potato,Kharif & Rabbi,34,38,48,68,33,52,0.079,0.449,0.545,60
10759,Potato,Kharif & Rabbi,36,28,56,79,53,44,0.086,0.533,0.743,70
10760,Potato,Kharif & Rabbi,26,50,59,24,36,77,0.096,0.529,0.759,83
10761,Potato,Kharif & Rabbi,31,26,63,67,59,44,0.108,0.431,0.664,55
10762,Potato,Kharif & Rabbi,25,49,35,67,45,53,0.058,0.504,0.687,59
10763,Potato,Kharif & Rabbi,28,26,47,63,39,48,0.07,0.402,0.555,67
10764,Potato,Kharif & Rabbi,26,48,53,63,45,41,0.057,0.522,0.598,65
10765,Potato,Kharif & Rabbi,27,33,37,65,46,47,0.098,0.443,0.568,58
10766,Potato,Kharif & Rabbi,26,64,43,46,39,73,0.127,0.583,0.783,76
10767,Potato,Kharif & Rabbi,27,23,54,61,36,54,0.111,0.452,0.668,68
10768,Potato,Kharif & Rabbi,31,59,55,31,46,78,0.066,0.567,0.774,77
10769,Potato,Kharif & Rabbi,35,68,66,31,56,42,0.132,0.493,0.804,67
10770,Potato,Kharif & Rabbi,34,63,34,45,60,51,0.134,0.588,0.766,79
10771,Potato,Kharif & Rabbi,36,57,38,46,36,75,0.08,0.555,0.798,87
10772,Potato,Kharif & Rabbi,33,45,63,66,57,30,0.042,0.402,0.728,59
10773,Potato,Kharif & Rabbi,29,30,53,79,58,33,0.08,0.455,0.679,64
10774,Potato,Kharif & Rabbi,25,36,37,67,41,47,0.04,0.485,0.636,68
10775,Potato,Kharif & Rabbi,33,29,52,64,45,57,0.088,0.514,0.535,63
10776,Potato,Kharif & Rabbi,29,54,58,32,42,81,0.123,0.472,0.793,82
10777,Potato,Kharif & Rabbi,26,34,51,79,34,54,0.075,0.485,0.602,68
10778,Potato,Kharif & Rabbi,35,46,57,61,59,39,0.071,0.507,0.699,52
10779,Potato,Kharif & Rabbi,31,41,43,79,48,49,0.102,0.482,0.766,65
10780,Potato,Kharif & Rabbi,27,60,62,26,47,79,0.124,0.557,0.8,76
10781,Potato,Kharif & Rabbi,29,41,48,69,56,36,0.087,0.493,0.659,59
10782,Potato,Kharif & Rabbi,30,26,67,74,51,36,0.102,0.441,0.548,71
10783,Potato,Kharif & Rabbi,29,38,52,66,44,54,0.049,0.473,0.582,65
10784,Potato,Kharif & Rabbi,25,29,60,68,45,38,0.113,0.375,0.561,59
10785,Potato,Kharif & Rabbi,34,63,37,40,43,72,0.114,0.55,0.802,89
10786,Potato,Kharif & Rabbi,34,48,37,72,41,42,0.069,0.403,0.619,62
10787,Potato,Kharif & Rabbi,36,61,43,51,35,50,0.125,0.527,0.776,68
10788,Potato,Kharif & Rabbi,27,67,65,24,33,72,0.12,0.59,0.735,78
10789,Potato,Kharif & Rabbi,33,39,39,79,40,49,0.053,0.439,0.633,68
10790,Potato,Kharif & Rabbi,30,23,62,61,51,43,0.046,0.377,0.717,53
10791,Potato,Kharif & Rabbi,31,67,39,36,36,81,0.073,0.511,0.781,85
10792,Potato,Kharif & Rabbi,31,67,58,32,45,79,0.13,0.565,0.739,86
10793,Potato,Kharif & Rabbi,25,70,58,26,37,75,0.068,0.528,0.779,91
10794,Potato,Kharif & Rabbi,27,25,51,75,59,38,0.098,0.378,0.654,57
10795,Potato,Kharif & Rabbi,32,43,60,61,39,54,0.11,0.475,0.601,61
10796,Potato,Kharif & Rabbi,30,61,68,30,35,72,0.104,0.597,0.733,74
10797,Potato,Kharif & Rabbi,27,49,61,63,47,43,0.068,0.376,0.736,60
10798,Potato,Kharif & Rabbi,27,37,41,63,53,44,0.079,0.408,0.541,66
10799,Potato,Kharif & Rabbi,33,53,61,32,54,50,0.099,0.459,0.764,76
10800,Potato,Kharif & Rabbi,32,33,57,78,42,51,0.113,0.406,0.608,58
10801,Potato,Kharif & Rabbi,25,35,38,60,61,35,0.081,0.509,0.559,53
10802,Potato,Kharif & Rabbi,34,70,61,24,54,57,0.096,0.556,0.749,79
10803,Potato,Kharif & Rabbi,32,53,36,34,49,85,0.078,0.586,0.714,78
10804,Potato,Kharif & Rabbi,32,38,47,67,54,32,0.044,0.447,0.645,70
10805,Potato,Kharif & Rabbi,36,31,62,60,42,40,0.089,0.491,0.566,69
10806,Potato,Kharif & Rabbi,35,62,53,31,57,57,0.102,0.546,0.753,77
10807,Potato,Kharif & Rabbi,31,46,47,79,54,48,0.093,0.443,0.696,60
10808,Potato,Kharif & Rabbi,25,44,59,58,46,48,0.12,0.395,0.713,64
10809,Potato,Kharif & Rabbi,33,53,54,31,58,52,0.091,0.453,0.781,75
10810,Potato,Kharif & Rabbi,31,69,37,37,39,79,0.114,0.484,0.765,83
10811,Potato,Kharif & Rabbi,35,66,65,25,35,76,0.069,0.499,0.794,74
10812,Potato,Kharif & Rabbi,34,32,42,70,51,47,0.086,0.451,0.572,61
10813,Potato,Kharif & Rabbi,33,42,59,73,60,43,0.111,0.425,0.696,53
10814,Potato,Kharif & Rabbi,29,42,44,79,59,45,0.046,0.463,0.528,72
10815,Potato,Kharif & Rabbi,28,23,57,77,39,49,0.107,0.527,0.56,67
10816,Potato,Kharif & Rabbi,35,53,41,42,37,83,0.117,0.58,0.773,77
10817,Potato,Kharif & Rabbi,29,55,54,30,51,53,0.119,0.517,0.801,77
10818,Potato,Kharif & Rabbi,25,57,42,34,60,51,0.083,0.473,0.722,77
10819,Potato,Kharif & Rabbi,26,49,65,61,45,47,0.116,0.435,0.682,63
10820,Potato,Kharif & Rabbi,35,44,47,73,40,53,0.057,0.492,0.7,71
10821,Potato,Kharif & Rabbi,30,35,63,67,49,53,0.076,0.455,0.654,66
10822,Potato,Kharif & Rabbi,35,47,41,77,51,46,0.107,0.501,0.618,53
10823,Potato,Kharif & Rabbi,31,49,57,62,60,30,0.054,0.394,0.571,57
10824,Potato,Kharif & Rabbi,25,64,34,53,61,42,0.121,0.532,0.789,67
10825,Potato,Kharif & Rabbi,27,34,41,65,35,57,0.057,0.406,0.624,59
10826,Potato,Kharif & Rabbi,31,35,64,76,49,51,0.078,0.388,0.689,66
10827,Potato,Kharif & Rabbi,36,57,34,39,35,72,0.085,0.522,0.807,78
10828,Potato,Kharif & Rabbi,36,56,59,32,32,82,0.08,0.498,0.711,74
10829,Potato,Kharif & Rabbi,36,53,36,34,34,79,0.101,0.461,0.82,86
10830,Potato,Kharif & Rabbi,29,60,48,51,49,55,0.093,0.545,0.786,63
10831,Potato,Kharif & Rabbi,26,26,41,74,51,46,0.042,0.491,0.764,66
10832,Potato,Kharif & Rabbi,33,40,40,74,58,32,0.059,0.394,0.724,51
10833,Potato,Kharif & Rabbi,28,34,45,60,52,30,0.077,0.38,0.735,58
10834,Potato,Kharif & Rabbi,31,50,62,30,55,47,0.103,0.513,0.728,74
10835,Potato,Kharif & Rabbi,28,37,66,79,61,30,0.101,0.519,0.644,64
10836,Potato,Kharif & Rabbi,32,29,59,65,37,54,0.045,0.43,0.694,58
10837,Potato,Kharif & Rabbi,30,71,53,32,45,78,0.117,0.525,0.743,75
10838,Potato,Kharif & Rabbi,26,28,37,73,51,36,0.089,0.5,0.729,67
10839,Potato,Kharif & Rabbi,31,47,40,59,55,40,0.062,0.426,0.594,72
10840,Potato,Kharif & Rabbi,30,66,45,42,32,76,0.104,0.568,0.823,76
10841,Potato,Kharif & Rabbi,27,61,53,31,61,43,0.122,0.531,0.807,73
10842,Potato,Kharif & Rabbi,34,54,48,40,45,85,0.134,0.487,0.783,84
10843,Potato,Kharif & Rabbi,32,60,50,32,47,82,0.092,0.57,0.774,84
10844,Potato,Kharif & Rabbi,25,59,57,28,47,75,0.067,0.46,0.743,80
10845,Potato,Kharif & Rabbi,33,66,52,28,43,84,0.084,0.533,0.741,77
10846,Potato,Kharif & Rabbi,32,36,59,74,42,43,0.086,0.395,0.728,70
10847,Potato,Kharif & Rabbi,28,65,46,48,42,72,0.071,0.511,0.793,91
10848,Potato,Kharif & Rabbi,36,40,49,81,41,50,0.103,0.522,0.659,64
10849,Potato,Kharif & Rabbi,29,55,62,27,51,42,0.106,0.526,0.779,67
10850,Potato,Kharif & Rabbi,32,26,44,79,40,56,0.117,0.487,0.641,61
10851,Potato,Kharif & Rabbi,30,64,51,32,35,82,0.121,0.552,0.733,84
10852,Potato,Kharif & Rabbi,31,48,47,78,61,43,0.072,0.392,0.757,61
10853,Potato,Kharif & Rabbi,34,47,47,72,53,32,0.116,0.507,0.638,61
10854,Potato,Kharif & Rabbi,33,33,58,75,44,56,0.092,0.525,0.607,67
10855,Potato,Kharif & Rabbi,35,33,53,72,36,47,0.089,0.445,0.576,65
10856,Potato,Kharif & Rabbi,26,62,35,37,57,44,0.073,0.535,0.817,78
10857,Potato,Kharif & Rabbi,30,48,57,79,46,55,0.073,0.371,0.54,63
10858,Potato,Kharif & Rabbi,34,53,35,44,40,86,0.139,0.484,0.723,83
10859,Potato,Kharif & Rabbi,27,59,59,24,36,80,0.073,0.542,0.736,82
10860,Potato,Kharif & Rabbi,31,45,44,60,42,50,0.077,0.478,0.756,60
10861,Potato,Kharif & Rabbi,34,27,67,59,37,52,0.08,0.488,0.769,71
10862,Potato,Kharif & Rabbi,34,39,49,64,55,35,0.049,0.526,0.581,58
10863,Potato,Kharif & Rabbi,26,46,46,59,37,57,0.074,0.371,0.535,68
10864,Potato,Kharif & Rabbi,27,30,42,71,35,45,0.09,0.422,0.639,67
10865,Potato,Kharif & Rabbi,33,34,42,74,49,57,0.119,0.393,0.652,58
10866,Potato,Kharif & Rabbi,28,48,55,67,56,45,0.057,0.484,0.581,61
10867,Potato,Kharif & Rabbi,31,40,68,74,42,45,0.065,0.477,0.562,63
10868,Potato,Kharif & Rabbi,26,46,51,76,36,51,0.045,0.522,0.59,66
10869,Potato,Kharif & Rabbi,26,62,55,33,45,78,0.131,0.573,0.78,88
10870,Potato,Kharif & Rabbi,36,34,48,75,58,33,0.103,0.5,0.566,58
10871,Potato,Kharif & Rabbi,25,55,59,24,54,56,0.068,0.461,0.727,69
10872,Potato,Kharif & Rabbi,27,28,67,64,46,57,0.098,0.462,0.592,67
10873,Potato,Kharif & Rabbi,26,67,55,32,33,82,0.12,0.507,0.749,89
10874,Potato,Kharif & Rabbi,34,62,47,56,55,48,0.127,0.577,0.778,63
10875,Potato,Kharif & Rabbi,33,60,55,24,61,44,0.101,0.533,0.756,70
10876,Potato,Kharif & Rabbi,30,53,63,33,45,87,0.101,0.541,0.72,77
10877,Potato,Kharif & Rabbi,31,29,61,63,49,38,0.069,0.514,0.622,69
10878,Potato,Kharif & Rabbi,32,37,36,67,58,49,0.111,0.476,0.688,53
10879,Potato,Kharif & Rabbi,35,61,59,26,55,47,0.071,0.559,0.745,67
10880,Potato,Kharif & Rabbi,25,47,67,80,48,52,0.118,0.497,0.584,69
10881,Potato,Kharif & Rabbi,28,23,68,66,46,41,0.06,0.379,0.719,70
10882,Potato,Kharif & Rabbi,25,66,49,45,35,75,0.095,0.466,0.73,77
10883,Potato,Kharif & Rabbi,34,26,48,72,32,56,0.075,0.512,0.639,68
10884,Potato,Kharif & Rabbi,25,37,55,75,37,45,0.11,0.404,0.575,65
10885,Potato,Kharif & Rabbi,34,51,62,27,58,61,0.134,0.512,0.826,80
10886,Potato,Kharif & Rabbi,25,65,52,33,36,87,0.065,0.597,0.765,86
10887,Potato,Kharif & Rabbi,32,68,48,39,34,78,0.086,0.45,0.81,86
10888,Potato,Kharif & Rabbi,29,24,67,61,55,39,0.08,0.385,0.571,67
10889,Potato,Kharif & Rabbi,31,59,56,24,54,43,0.087,0.586,0.793,70
10890,Potato,Kharif & Rabbi,27,61,66,24,43,82,0.066,0.492,0.794,76
10891,Potato,Kharif & Rabbi,30,45,43,76,33,54,0.073,0.496,0.642,59
10892,Potato,Kharif & Rabbi,34,24,52,60,46,46,0.059,0.472,0.744,70
10893,Potato,Kharif & Rabbi,25,70,65,25,44,86,0.08,0.54,0.781,74
10894,Potato,Kharif & Rabbi,27,59,57,26,42,77,0.064,0.46,0.796,78
10895,Potato,Kharif & Rabbi,30,59,51,26,40,84,0.133,0.5,0.716,82
10896,Potato,Kharif & Rabbi,35,68,50,29,49,84,0.113,0.474,0.776,90
10897,Potato,Kharif & Rabbi,30,63,35,38,36,78,0.113,0.481,0.746,90
10898,Potato,Kharif & Rabbi,30,52,54,27,50,60,0.12,0.572,0.759,71
10899,Potato,Kharif & Rabbi,26,27,37,78,61,37,0.103,0.533,0.61,54
10900,Potato,Kharif & Rabbi,35,24,62,65,56,46,0.088,0.43,0.61,65
10901,Potato,Kharif & Rabbi,29,71,65,25,33,85,0.071,0.525,0.718,80
10902,Potato,Kharif & Rabbi,34,46,54,71,32,55,0.088,0.46,0.701,62
10903,Potato,Kharif & Rabbi,28,23,50,73,40,48,0.107,0.491,0.693,59
10904,Potato,Kharif & Rabbi,29,38,35,61,48,41,0.076,0.539,0.593,58
10905,Potato,Kharif & Rabbi,30,26,54,71,47,56,0.047,0.431,0.728,71
10906,Potato,Kharif & Rabbi,29,28,59,80,58,42,0.085,0.412,0.561,65
10907,Potato,Kharif & Rabbi,28,52,40,50,34,82,0.104,0.531,0.81,70
10908,Potato,Kharif & Rabbi,32,61,57,30,46,87,0.108,0.491,0.776,88
10909,Potato,Kharif & Rabbi,25,35,65,67,49,40,0.12,0.465,0.674,71
10910,Potato,Kharif & Rabbi,25,69,67,27,50,58,0.103,0.471,0.799,68
10911,Potato,Kharif & Rabbi,31,56,59,24,33,78,0.078,0.502,0.748,86
10912,Potato,Kharif & Rabbi,31,25,49,61,54,32,0.061,0.372,0.765,69
10913,Potato,Kharif & Rabbi,30,41,58,64,51,36,0.074,0.436,0.686,58
10914,Potato,Kharif & Rabbi,28,58,38,39,58,44,0.069,0.471,0.729,78
10915,Potato,Kharif & Rabbi,30,63,58,32,54,42,0.089,0.532,0.812,75
10916,Potato,Kharif & Rabbi,28,68,57,26,45,77,0.098,0.543,0.762,81
10917,Potato,Kharif & Rabbi,28,41,45,66,32,52,0.087,0.537,0.74,65
10918,Potato,Kharif & Rabbi,34,31,52,76,32,49,0.119,0.378,0.694,58
10919,Potato,Kharif & Rabbi,29,68,60,32,53,44,0.066,0.49,0.742,73
10920,Potato,Kharif & Rabbi,30,54,56,31,46,74,0.105,0.476,0.785,74
10921,Potato,Kharif & Rabbi,36,69,38,42,36,74,0.09,0.483,0.772,89
10922,Potato,Kharif & Rabbi,26,33,67,78,47,40,0.069,0.475,0.619,67
10923,Potato,Kharif & Rabbi,33,55,54,29,57,53,0.112,0.578,0.743,81
10924,Potato,Kharif & Rabbi,25,47,53,73,44,52,0.114,0.537,0.741,68
10925,Potato,Kharif & Rabbi,35,49,66,58,41,56,0.064,0.514,0.658,66
10926,Potato,Kharif & Rabbi,30,55,67,32,50,60,0.08,0.56,0.828,67
10927,Potato,Kharif & Rabbi,29,24,65,63,47,45,0.077,0.423,0.648,70
10928,Potato,Kharif & Rabbi,29,54,68,32,46,87,0.104,0.583,0.798,75
10929,Potato,Kharif & Rabbi,27,54,65,29,58,53,0.137,0.516,0.818,69
10930,Potato,Kharif & Rabbi,32,61,45,51,34,45,0.14,0.55,0.755,64
10931,Potato,Kharif & Rabbi,25,38,63,78,39,48,0.07,0.508,0.572,67
10932,Potato,Kharif & Rabbi,36,41,50,75,45,43,0.047,0.43,0.564,65
10933,Potato,Kharif & Rabbi,28,46,68,64,33,38,0.05,0.438,0.603,63
10934,Potato,Kharif & Rabbi,34,68,68,29,61,49,0.132,0.484,0.813,67
10935,Potato,Kharif & Rabbi,27,48,62,65,59,35,0.107,0.439,0.604,69
10936,Potato,Kharif & Rabbi,29,29,35,66,56,44,0.046,0.409,0.602,70
10937,Potato,Kharif & Rabbi,28,35,68,78,57,32,0.105,0.493,0.734,65
10938,Potato,Kharif & Rabbi,31,70,65,25,48,80,0.121,0.492,0.74,83
10939,Potato,Kharif & Rabbi,34,53,65,26,60,45,0.076,0.543,0.789,69
10940,Potato,Kharif & Rabbi,33,41,49,64,33,41,0.091,0.437,0.73,66
10941,Potato,Kharif & Rabbi,25,36,44,61,50,38,0.077,0.442,0.732,73
10942,Potato,Kharif & Rabbi,36,47,60,63,50,48,0.07,0.531,0.718,53
10943,Potato,Kharif & Rabbi,30,45,41,77,51,36,0.055,0.406,0.616,52
10944,Potato,Kharif & Rabbi,35,44,55,79,46,54,0.058,0.397,0.707,61
10945,Potato,Kharif & Rabbi,32,40,43,80,47,52,0.042,0.39,0.621,67
10946,Potato,Kharif & Rabbi,25,60,39,54,34,56,0.076,0.585,0.83,67
10947,Potato,Kharif & Rabbi,33,29,44,69,44,57,0.112,0.447,0.658,68
10948,Potato,Kharif & Rabbi,34,46,62,59,58,38,0.091,0.448,0.649,54
10949,Potato,Kharif & Rabbi,31,39,48,58,61,35,0.084,0.427,0.563,54
10950,Potato,Kharif & Rabbi,32,42,62,79,43,43,0.075,0.424,0.557,69
10951,Potato,Kharif & Rabbi,26,65,48,38,53,61,0.095,0.466,0.793,76
10952,Potato,Kharif & Rabbi,28,47,42,63,53,35,0.11,0.443,0.523,57
10953,Potato,Kharif & Rabbi,32,61,43,53,32,59,0.082,0.538,0.712,67
10954,Potato,Kharif & Rabbi,29,29,66,76,37,40,0.12,0.482,0.585,65
10955,Potato,Kharif & Rabbi,36,55,57,30,52,46,0.091,0.525,0.779,81
10956,Potato,Kharif & Rabbi,26,38,48,80,52,35,0.087,0.465,0.524,66
10957,Potato,Kharif & Rabbi,27,50,42,48,58,58,0.122,0.472,0.817,81
10958,Potato,Kharif & Rabbi,32,52,44,38,58,59,0.066,0.454,0.822,78
10959,Potato,Kharif & Rabbi,28,31,39,72,34,51,0.044,0.526,0.656,61
10960,Potato,Kharif & Rabbi,25,35,61,74,57,33,0.068,0.512,0.626,62
10961,Potato,Kharif & Rabbi,32,36,66,71,45,38,0.074,0.462,0.573,63
10962,Potato,Kharif & Rabbi,30,62,55,33,54,54,0.094,0.47,0.719,76
10963,Potato,Kharif & Rabbi,35,40,54,64,48,52,0.108,0.436,0.738,69
10964,Potato,Kharif & Rabbi,26,38,54,79,40,46,0.046,0.418,0.62,64
10965,Potato,Kharif & Rabbi,25,57,60,25,41,72,0.078,0.529,0.727,87
10966,Potato,Kharif & Rabbi,27,32,55,81,43,52,0.067,0.429,0.591,64
10967,Potato,Kharif & Rabbi,28,32,38,60,47,55,0.054,0.52,0.68,66
10968,Potato,Kharif & Rabbi,34,62,48,37,52,59,0.126,0.572,0.78,74
10969,Potato,Kharif & Rabbi,34,39,68,58,44,48,0.07,0.499,0.673,68
10970,Potato,Kharif & Rabbi,29,23,45,68,35,46,0.111,0.446,0.614,67
10971,Potato,Kharif & Rabbi,36,36,54,81,50,30,0.119,0.451,0.714,71
10972,Potato,Kharif & Rabbi,27,54,41,36,54,59,0.103,0.489,0.791,73
10973,Potato,Kharif & Rabbi,29,71,40,40,50,48,0.092,0.467,0.826,68
10974,Potato,Kharif & Rabbi,35,55,63,26,38,77,0.067,0.519,0.744,80
10975,Potato,Kharif & Rabbi,33,64,52,28,56,55,0.084,0.46,0.737,68
10976,Potato,Kharif & Rabbi,36,53,41,40,38,74,0.121,0.47,0.739,77
10977,Potato,Kharif & Rabbi,28,60,51,25,50,42,0.129,0.595,0.716,70
10978,Potato,Kharif & Rabbi,30,67,65,28,57,45,0.107,0.519,0.731,78
10979,Potato,Kharif & Rabbi,28,59,55,31,53,46,0.106,0.528,0.71,74
10980,Potato,Kharif & Rabbi,26,51,64,31,33,85,0.098,0.515,0.825,84
10981,Potato,Kharif & Rabbi,25,33,64,69,37,51,0.105,0.416,0.584,70
10982,Potato,Kharif & Rabbi,31,36,41,69,51,35,0.109,0.535,0.583,63
10983,Potato,Kharif & Rabbi,26,40,56,69,39,56,0.108,0.492,0.681,69
10984,Potato,Kharif & Rabbi,31,25,37,79,50,41,0.056,0.514,0.718,56
10985,Potato,Kharif & Rabbi,31,46,53,69,34,42,0.076,0.405,0.691,67
10986,Potato,Kharif & Rabbi,29,48,44,68,50,37,0.041,0.52,0.579,64
10987,Potato,Kharif & Rabbi,34,50,49,37,49,81,0.066,0.595,0.781,82
10988,Potato,Kharif & Rabbi,35,27,66,67,38,50,0.073,0.409,0.57,70
10989,Potato,Kharif & Rabbi,33,41,50,61,36,51,0.062,0.51,0.583,61
10990,Potato,Kharif & Rabbi,34,41,48,76,36,56,0.067,0.44,0.704,64
10991,Potato,Kharif & Rabbi,34,67,37,50,38,73,0.071,0.566,0.818,63
10992,Potato,Kharif & Rabbi,28,55,57,29,40,79,0.085,0.556,0.763,76
10993,Potato,Kharif & Rabbi,31,47,60,70,55,32,0.086,0.403,0.622,53
10994,Potato,Kharif & Rabbi,32,35,63,64,39,53,0.077,0.532,0.732,67
10995,Potato,Kharif & Rabbi,31,66,46,46,56,42,0.1,0.565,0.797,81
10996,Potato,Kharif & Rabbi,31,58,53,31,42,79,0.134,0.558,0.732,78
10997,Potato,Kharif & Rabbi,31,23,61,75,52,48,0.071,0.461,0.596,55
10998,Potato,Kharif & Rabbi,35,38,62,80,54,30,0.087,0.413,0.681,70
10999,Potato,Kharif & Rabbi,35,28,50,63,37,50,0.085,0.504,0.617,60
11000,Potato,Kharif & Rabbi,36,62,68,30,50,54,0.14,0.451,0.718,69
11001,Potato,Kharif & Rabbi,32,57,39,47,59,50,0.072,0.532,0.742,72
11002,Potato,Kharif & Rabbi,27,67,59,32,59,55,0.075,0.483,0.733,71
11003,Potato,Kharif & Rabbi,29,28,37,58,35,48,0.112,0.519,0.588,61
11004,Potato,Kharif & Rabbi,30,40,37,66,52,39,0.09,0.502,0.673,59
11005,Potato,Kharif & Rabbi,28,25,37,58,60,38,0.115,0.376,0.565,59
11006,Potato,Kharif & Rabbi,32,31,61,70,37,47,0.092,0.512,0.619,70
11007,Potato,Kharif & Rabbi,32,58,37,37,60,57,0.129,0.507,0.785,69
11008,Potato,Kharif & Rabbi,26,54,67,29,48,86,0.082,0.508,0.732,85
11009,Potato,Kharif & Rabbi,33,30,63,62,40,45,0.053,0.421,0.554,58
11010,Potato,Kharif & Rabbi,28,44,49,65,42,57,0.05,0.451,0.656,70
11011,Potato,Kharif & Rabbi,29,26,37,75,32,47,0.112,0.514,0.662,66
11012,Potato,Kharif & Rabbi,34,58,50,31,36,86,0.113,0.524,0.78,76
11013,Potato,Kharif & Rabbi,27,41,58,77,60,35,0.096,0.509,0.543,58
11014,Potato,Kharif & Rabbi,32,31,59,61,47,56,0.054,0.523,0.644,68
11015,Potato,Kharif & Rabbi,26,57,53,28,53,55,0.106,0.542,0.804,78
11016,Potato,Kharif & Rabbi,33,49,50,74,58,42,0.111,0.4,0.655,55
